Area Code,Area Code (M49),Area,Source Code,Source,Indicator Code,Indicator,Sex Code,Sex,Element Code,Element,Year Code,Year,Unit,Value,Flag,Note
95,'340,Honduras,3044,FAO Model,21163,Total non-agricultural AFS employment,1,Total,6199,Value,2013,2013,1000 No,756.830000,E,Modelled using ISIC shares
95,'340,Honduras,3044,FAO Model,21163,Total non-agricultural AFS employment,1,Total,6199,Value,2014,2014,1000 No,837.450000,E,Modelled using ISIC shares
95,'340,Honduras,3044,FAO Model,21163,Total non-agricultural AFS employment,1,Total,6199,Value,2015,2015,1000 No,754.600000,E,Modelled using ISIC shares
95,'340,Honduras,3044,FAO Model,21163,Total non-agricultural AFS employment,1,Total,6199,Value,2016,2016,1000 No,767.060000,E,Modelled using ISIC shares
95,'340,Honduras,3044,FAO Model,21163,Total non-agricultural AFS employment,1,Total,6199,Value,2017,2017,1000 No,816.830000,E,Modelled using ISIC shares
95,'340,Honduras,3044,FAO Model,21163,Total non-agricultural AFS employment,1,Total,6199,Value,2018,2018,1000 No,888.370000,E,Modelled using ISIC shares
95,'340,Honduras,3044,FAO Model,21163,Total non-agricultural AFS employment,1,Total,6199,Value,2019,2019,1000 No,821.620000,E,Modelled using ISIC shares
95,'340,Honduras,3044,FAO Model,21163,Total non-agricultural AFS employment,1,Total,6199,Value,2020,2020,1000 No,834.880000,E,Modelled using ISIC shares
95,'340,Honduras,3044,FAO Model,21163,Total non-agricultural AFS employment,1,Total,6199,Value,2021,2021,1000 No,849.940000,E,Imputed using average of previous and next value
95,'340,Honduras,3044,FAO Model,21163,Total non-agricultural AFS employment,1,Total,6199,Value,2022,2022,1000 No,848.820000,E,Modelled using ISIC shares
95,'340,Honduras,3044,FAO Model,21163,Total non-agricultural AFS employment,1,Total,6199,Value,2023,2023,1000 No,846.060000,E,Modelled using ISIC shares
95,'340,Honduras,3044,FAO Model,21163,Total non-agricultural AFS employment,2,Male,6199,Value,2000,2000,1000 No,202.810000,E,Modelled FAO
95,'340,Honduras,3044,FAO Model,21163,Total non-agricultural AFS employment,2,Male,6199,Value,2001,2001,1000 No,217.010000,E,Modelled FAO
95,'340,Honduras,3044,FAO Model,21163,Total non-agricultural AFS employment,2,Male,6199,Value,2002,2002,1000 No,244.980000,E,Modelled FAO
95,'340,Honduras,3044,FAO Model,21163,Total non-agricultural AFS employment,2,Male,6199,Value,2003,2003,1000 No,239.860000,E,Modelled FAO
95,'340,Honduras,3044,FAO Model,21163,Total non-agricultural AFS employment,2,Male,6199,Value,2004,2004,1000 No,234.470000,E,Modelled FAO
95,'340,Honduras,3044,FAO Model,21163,Total non-agricultural AFS employment,2,Male,6199,Value,2005,2005,1000 No,278.970000,E,Modelled FAO
95,'340,Honduras,3044,FAO Model,21163,Total non-agricultural AFS employment,2,Male,6199,Value,2006,2006,1000 No,276.680000,E,Modelled FAO
95,'340,Honduras,3044,FAO Model,21163,Total non-agricultural AFS employment,2,Male,6199,Value,2007,2007,1000 No,284.770000,E,Modelled FAO
95,'340,Honduras,3044,FAO Model,21163,Total non-agricultural AFS employment,2,Male,6199,Value,2008,2008,1000 No,295.180000,E,Modelled FAO
95,'340,Honduras,3044,FAO Model,21163,Total non-agricultural AFS employment,2,Male,6199,Value,2009,2009,1000 No,295.260000,E,Modelled FAO
95,'340,Honduras,3044,FAO Model,21163,Total non-agricultural AFS employment,2,Male,6199,Value,2010,2010,1000 No,329.070000,E,Modelled FAO
95,'340,Honduras,3044,FAO Model,21163,Total non-agricultural AFS employment,2,Male,6199,Value,2011,2011,1000 No,330.980000,E,Modelled FAO
95,'340,Honduras,3044,FAO Model,21163,Total non-agricultural AFS employment,2,Male,6199,Value,2012,2012,1000 No,310.290000,E,Modelled FAO
95,'340,Honduras,3044,FAO Model,21163,Total non-agricultural AFS employment,2,Male,6199,Value,2013,2013,1000 No,355.610000,E,Modelled FAO
95,'340,Honduras,3044,FAO Model,21163,Total non-agricultural AFS employment,2,Male,6199,Value,2014,2014,1000 No,399.690000,E,Modelled FAO
95,'340,Honduras,3044,FAO Model,21163,Total non-agricultural AFS employment,2,Male,6199,Value,2015,2015,1000 No,338.540000,E,Modelled FAO
95,'340,Honduras,3044,FAO Model,21163,Total non-agricultural AFS employment,2,Male,6199,Value,2016,2016,1000 No,359.520000,E,Modelled FAO
95,'340,Honduras,3044,FAO Model,21163,Total non-agricultural AFS employment,2,Male,6199,Value,2017,2017,1000 No,346.800000,E,Modelled FAO
95,'340,Honduras,3044,FAO Model,21163,Total non-agricultural AFS employment,2,Male,6199,Value,2018,2018,1000 No,375.950000,E,Modelled FAO
95,'340,Honduras,3044,FAO Model,21163,Total non-agricultural AFS employment,2,Male,6199,Value,2019,2019,1000 No,384.890000,E,Modelled FAO
95,'340,Honduras,3044,FAO Model,21163,Total non-agricultural AFS employment,2,Male,6199,Value,2020,2020,1000 No,373.160000,E,Modelled FAO
95,'340,Honduras,3044,FAO Model,21163,Total non-agricultural AFS employment,2,Male,6199,Value,2021,2021,1000 No,389.470000,E,Interpolated
95,'340,Honduras,3044,FAO Model,21163,Total non-agricultural AFS employment,2,Male,6199,Value,2022,2022,1000 No,397.380000,E,Modelled FAO
95,'340,Honduras,3044,FAO Model,21163,Total non-agricultural AFS employment,2,Male,6199,Value,2023,2023,1000 No,400.930000,E,Modelled FAO
95,'340,Honduras,3044,FAO Model,21163,Total non-agricultural AFS employment,3,Female,6199,Value,2000,2000,1000 No,225.520000,E,Modelled FAO
95,'340,Honduras,3044,FAO Model,21163,Total non-agricultural AFS employment,3,Female,6199,Value,2001,2001,1000 No,240.880000,E,Modelled FAO
95,'340,Honduras,3044,FAO Model,21163,Total non-agricultural AFS employment,3,Female,6199,Value,2002,2002,1000 No,264.370000,E,Modelled FAO
95,'340,Honduras,3044,FAO Model,21163,Total non-agricultural AFS employment,3,Female,6199,Value,2003,2003,1000 No,261.660000,E,Modelled FAO
95,'340,Honduras,3044,FAO Model,21163,Total non-agricultural AFS employment,3,Female,6199,Value,2004,2004,1000 No,249.270000,E,Modelled FAO
95,'340,Honduras,3044,FAO Model,21163,Total non-agricultural AFS employment,3,Female,6199,Value,2005,2005,1000 No,292.540000,E,Modelled FAO
95,'340,Honduras,3044,FAO Model,21163,Total non-agricultural AFS employment,3,Female,6199,Value,2006,2006,1000 No,278.510000,E,Modelled FAO
95,'340,Honduras,3044,FAO Model,21163,Total non-agricultural AFS employment,3,Female,6199,Value,2007,2007,1000 No,283.960000,E,Modelled FAO
95,'340,Honduras,3044,FAO Model,21163,Total non-agricultural AFS employment,3,Female,6199,Value,2008,2008,1000 No,317.620000,E,Modelled FAO
95,'340,Honduras,3044,FAO Model,21163,Total non-agricultural AFS employment,3,Female,6199,Value,2009,2009,1000 No,348.960000,E,Modelled FAO
95,'340,Honduras,3044,FAO Model,21163,Total non-agricultural AFS employment,3,Female,6199,Value,2010,2010,1000 No,379.540000,E,Modelled FAO
95,'340,Honduras,3044,FAO Model,21163,Total non-agricultural AFS employment,3,Female,6199,Value,2011,2011,1000 No,355.230000,E,Modelled FAO
95,'340,Honduras,3044,FAO Model,21163,Total non-agricultural AFS employment,3,Female,6199,Value,2012,2012,1000 No,347.790000,E,Modelled FAO
95,'340,Honduras,3044,FAO Model,21163,Total non-agricultural AFS employment,3,Female,6199,Value,2013,2013,1000 No,401.220000,E,Modelled FAO
95,'340,Honduras,3044,FAO Model,21163,Total non-agricultural AFS employment,3,Female,6199,Value,2014,2014,1000 No,437.760000,E,Modelled FAO
95,'340,Honduras,3044,FAO Model,21163,Total non-agricultural AFS employment,3,Female,6199,Value,2015,2015,1000 No,416.060000,E,Modelled FAO
95,'340,Honduras,3044,FAO Model,21163,Total non-agricultural AFS employment,3,Female,6199,Value,2016,2016,1000 No,407.540000,E,Modelled FAO
95,'340,Honduras,3044,FAO Model,21163,Total non-agricultural AFS employment,3,Female,6199,Value,2017,2017,1000 No,470.030000,E,Modelled FAO
95,'340,Honduras,3044,FAO Model,21163,Total non-agricultural AFS employment,3,Female,6199,Value,2018,2018,1000 No,512.430000,E,Modelled FAO
95,'340,Honduras,3044,FAO Model,21163,Total non-agricultural AFS employment,3,Female,6199,Value,2019,2019,1000 No,436.730000,E,Modelled FAO
95,'340,Honduras,3044,FAO Model,21163,Total non-agricultural AFS employment,3,Female,6199,Value,2020,2020,1000 No,461.710000,E,Modelled FAO
95,'340,Honduras,3044,FAO Model,21163,Total non-agricultural AFS employment,3,Female,6199,Value,2021,2021,1000 No,460.470000,E,Interpolated
95,'340,Honduras,3044,FAO Model,21163,Total non-agricultural AFS employment,3,Female,6199,Value,2022,2022,1000 No,451.440000,E,Modelled FAO
95,'340,Honduras,3044,FAO Model,21163,Total non-agricultural AFS employment,3,Female,6199,Value,2023,2023,1000 No,445.130000,E,Modelled FAO
95,'340,Honduras,3044,FAO Model,21161,Share of AFS employment in total employment,1,Total,6121,Value,2000,2000,%,45.170000,E,Modelled FAO
95,'340,Honduras,3044,FAO Model,21161,Share of AFS employment in total employment,1,Total,6121,Value,2001,2001,%,46.900000,E,Modelled FAO
95,'340,Honduras,3044,FAO Model,21161,Share of AFS employment in total employment,1,Total,6121,Value,2002,2002,%,50.320000,E,Modelled FAO
95,'340,Honduras,3044,FAO Model,21161,Share of AFS employment in total employment,1,Total,6121,Value,2003,2003,%,48.380000,E,Modelled FAO
95,'340,Honduras,3044,FAO Model,21161,Share of AFS employment in total employment,1,Total,6121,Value,2004,2004,%,45.130000,E,Modelled FAO
95,'340,Honduras,3044,FAO Model,21161,Share of AFS employment in total employment,1,Total,6121,Value,2005,2005,%,51.410000,E,Modelled using ISIC shares
95,'340,Honduras,3044,FAO Model,21161,Share of AFS employment in total employment,1,Total,6121,Value,2006,2006,%,53.010000,E,Modelled using ISIC shares
95,'340,Honduras,3044,FAO Model,21161,Share of AFS employment in total employment,1,Total,6121,Value,2007,2007,%,51.300000,E,Modelled using ISIC shares
95,'340,Honduras,3044,FAO Model,21161,Share of AFS employment in total employment,1,Total,6121,Value,2008,2008,%,52.140000,E,Modelled using ISIC shares
95,'340,Honduras,3044,FAO Model,21161,Share of AFS employment in total employment,1,Total,6121,Value,2009,2009,%,53.350000,E,Modelled using ISIC shares
95,'340,Honduras,3044,FAO Model,21161,Share of AFS employment in total employment,1,Total,6121,Value,2010,2010,%,55.600000,E,Modelled using ISIC shares
95,'340,Honduras,3044,FAO Model,21161,Share of AFS employment in total employment,1,Total,6121,Value,2011,2011,%,53.910000,E,Modelled using ISIC shares
95,'340,Honduras,3044,FAO Model,21161,Share of AFS employment in total employment,1,Total,6121,Value,2012,2012,%,54.380000,E,Modelled using ISIC shares
95,'340,Honduras,3044,FAO Model,21161,Share of AFS employment in total employment,1,Total,6121,Value,2013,2013,%,53.180000,E,Modelled using ISIC shares
95,'340,Honduras,3044,FAO Model,21161,Share of AFS employment in total employment,1,Total,6121,Value,2014,2014,%,48.910000,E,Modelled using ISIC shares
95,'340,Honduras,3044,FAO Model,21161,Share of AFS employment in total employment,1,Total,6121,Value,2015,2015,%,45.390000,E,Modelled using ISIC shares
95,'340,Honduras,3044,FAO Model,21161,Share of AFS employment in total employment,1,Total,6121,Value,2016,2016,%,44.180000,E,Modelled using ISIC shares
95,'340,Honduras,3044,FAO Model,21161,Share of AFS employment in total employment,1,Total,6121,Value,2017,2017,%,49.010000,E,Modelled using ISIC shares
95,'340,Honduras,3044,FAO Model,21161,Share of AFS employment in total employment,1,Total,6121,Value,2018,2018,%,48.700000,E,Modelled using ISIC shares
95,'340,Honduras,3044,FAO Model,21161,Share of AFS employment in total employment,1,Total,6121,Value,2019,2019,%,46.340000,E,Modelled using ISIC shares
95,'340,Honduras,3044,FAO Model,21161,Share of AFS employment in total employment,1,Total,6121,Value,2020,2020,%,46.460000,E,Modelled using ISIC shares
95,'340,Honduras,3044,FAO Model,21161,Share of AFS employment in total employment,1,Total,6121,Value,2021,2021,%,45.890000,E,Imputed using average of previous and next value
95,'340,Honduras,3044,FAO Model,21161,Share of AFS employment in total employment,1,Total,6121,Value,2022,2022,%,43.560000,E,Modelled using ISIC shares
95,'340,Honduras,3044,FAO Model,21161,Share of AFS employment in total employment,1,Total,6121,Value,2023,2023,%,44.690000,E,Modelled using ISIC shares
95,'340,Honduras,3044,FAO Model,21161,Share of AFS employment in total employment,2,Male,6121,Value,2000,2000,%,48.700000,E,Modelled FAO
95,'340,Honduras,3044,FAO Model,21161,Share of AFS employment in total employment,2,Male,6121,Value,2001,2001,%,51.050000,E,Modelled FAO
95,'340,Honduras,3044,FAO Model,21161,Share of AFS employment in total employment,2,Male,6121,Value,2002,2002,%,53.770000,E,Modelled FAO
95,'340,Honduras,3044,FAO Model,21161,Share of AFS employment in total employment,2,Male,6121,Value,2003,2003,%,51.350000,E,Modelled FAO
95,'340,Honduras,3044,FAO Model,21161,Share of AFS employment in total employment,2,Male,6121,Value,2004,2004,%,48.040000,E,Modelled FAO
95,'340,Honduras,3044,FAO Model,21161,Share of AFS employment in total employment,2,Male,6121,Value,2005,2005,%,52.050000,E,Modelled FAO
95,'340,Honduras,3044,FAO Model,21161,Share of AFS employment in total employment,2,Male,6121,Value,2006,2006,%,53.630000,E,Modelled FAO
95,'340,Honduras,3044,FAO Model,21161,Share of AFS employment in total employment,2,Male,6121,Value,2007,2007,%,51.650000,E,Modelled FAO
95,'340,Honduras,3044,FAO Model,21161,Share of AFS employment in total employment,2,Male,6121,Value,2008,2008,%,52.190000,E,Modelled FAO
95,'340,Honduras,3044,FAO Model,21161,Share of AFS employment in total employment,2,Male,6121,Value,2009,2009,%,52.760000,E,Modelled FAO
95,'340,Honduras,3044,FAO Model,21161,Share of AFS employment in total employment,2,Male,6121,Value,2010,2010,%,55.320000,E,Modelled FAO
95,'340,Honduras,3044,FAO Model,21161,Share of AFS employment in total employment,2,Male,6121,Value,2011,2011,%,54.500000,E,Modelled FAO
95,'340,Honduras,3044,FAO Model,21161,Share of AFS employment in total employment,2,Male,6121,Value,2012,2012,%,54.800000,E,Modelled FAO
95,'340,Honduras,3044,FAO Model,21161,Share of AFS employment in total employment,2,Male,6121,Value,2013,2013,%,53.000000,E,Modelled FAO
95,'340,Honduras,3044,FAO Model,21161,Share of AFS employment in total employment,2,Male,6121,Value,2014,2014,%,47.320000,E,Modelled FAO
95,'340,Honduras,3044,FAO Model,21161,Share of AFS employment in total employment,2,Male,6121,Value,2015,2015,%,44.550000,E,Modelled FAO
95,'340,Honduras,3044,FAO Model,21161,Share of AFS employment in total employment,2,Male,6121,Value,2016,2016,%,42.830000,E,Modelled FAO
95,'340,Honduras,3044,FAO Model,21161,Share of AFS employment in total employment,2,Male,6121,Value,2017,2017,%,47.860000,E,Modelled FAO
