date,tmean_c,tmean_n,tmax_c,tmax_flag,tmin_c,tmin_flag,prcp_mm,prcp_flag
1983-07-25,19.94,13,24.78,,17.61,,5.1,G
1983-07-26,21.11,10,24.22,,18.28,,3.3,G
1983-07-27,22.72,16,29.0,*,17.78,,0.0,G
1983-07-28,21.94,13,25.61,*,18.0,,0.0,G
1983-07-29,22.67,14,30.0,*,17.22,,0.0,G
1983-07-30,21.5,17,25.39,,17.22,,0.0,G
1983-07-31,21.06,13,24.0,*,18.0,*,,
1983-08-01,21.44,14,26.0,*,16.39,,5.1,G
1983-08-02,21.11,13,25.61,,16.0,,8.9,G
1983-08-03,19.39,16,25.61,,11.0,*,0.0,G
1983-08-04,20.06,18,25.0,,16.72,,38.6,G
1983-08-05,22.72,13,29.0,*,17.39,,0.0,G
1983-08-06,21.78,13,25.78,,18.0,*,0.0,G
1983-08-07,21.06,15,25.39,,18.39,,0.0,G
1983-08-08,20.78,19,28.0,*,16.72,,10.4,G
1983-08-09,20.61,17,26.0,,16.72,,15.5,G
1983-08-10,21.17,16,26.0,*,17.5,,0.0,G
1983-08-11,21.72,16,25.0,,18.78,,0.0,A
1983-08-12,20.33,15,26.0,,17.0,*,9.9,B
1983-08-13,22.06,23,28.0,*,18.0,,0.0,H
1983-08-14,22.06,17,26.0,*,18.0,,0.0,H
1983-08-15,21.5,18,28.0,*,17.39,,0.0,G
1983-08-16,21.0,17,26.22,,17.39,,0.0,G
1983-08-17,23.28,13,30.0,*,17.78,,0.0,G
1983-08-18,21.44,18,26.39,*,17.39,,0.0,B
1983-08-19,21.11,13,26.39,,16.61,,0.0,H
1983-08-20,19.67,14,23.61,*,17.0,,0.0,A
1983-08-22,19.83,13,25.22,,15.39,,1.8,G
1983-08-23,20.06,13,25.39,,16.22,,0.0,G
1983-08-24,21.22,17,25.61,*,18.0,,8.1,G
1983-08-25,21.33,14,27.0,*,17.78,,0.0,G
1983-08-26,20.56,18,25.0,,17.78,,0.0,G
1983-08-27,20.89,19,31.72,,18.0,,1.5,G
1983-08-28,20.44,18,30.0,*,17.0,*,4.1,B
1983-08-29,21.39,12,26.0,*,16.78,,20.6,G
1983-08-30,22.0,20,29.0,*,18.0,,10.9,G
1983-08-31,20.22,12,23.78,*,17.78,,0.0,G
1983-09-01,21.5,16,25.22,,19.0,*,0.5,B
1983-09-02,21.28,19,25.61,,18.28,,0.0,G
1983-09-03,24.44,7,27.0,*,18.28,,21.3,G
1983-09-04,20.94,18,28.0,*,17.61,,0.0,G
1983-09-05,20.67,14,28.22,,17.5,,2.0,A
1983-09-06,21.78,18,26.61,,17.61,,1.8,G
1983-09-07,21.56,13,26.22,,17.61,,327.4,G
1983-09-08,22.06,13,29.22,,17.61,,7.6,G
1983-09-09,22.0,17,26.22,,18.5,,4.3,G
1983-09-10,20.67,12,26.0,*,15.0,*,17.5,G
1983-09-11,22.67,11,25.0,*,15.39,,17.8,G
1983-09-12,21.06,13,24.78,,17.0,,0.0,G
1983-09-13,22.11,15,25.61,,17.39,,10.2,G
1983-09-14,22.39,13,26.39,*,18.0,*,0.0,G
1983-09-15,22.67,13,30.0,*,18.89,,2.8,G
1983-09-16,21.89,10,26.0,*,19.0,,0.0,G
1983-09-17,21.33,17,26.0,*,18.0,*,22.4,G
1983-09-18,22.89,15,26.22,*,19.0,,0.8,G
1983-09-19,22.72,15,33.0,*,18.22,,3.3,G
1983-09-20,20.67,16,25.61,,16.0,*,7.1,G
1983-09-21,22.06,15,26.0,*,16.0,*,0.0,G
1983-09-22,21.11,16,25.61,,16.0,,0.0,G
1983-09-23,21.11,15,25.22,,17.0,,0.0,A
1983-09-24,20.56,16,25.0,,17.22,,0.0,G
1983-09-25,20.44,16,26.0,*,17.0,*,0.0,G
1983-09-26,20.78,11,23.0,*,18.0,,0.0,H
1983-09-27,20.94,12,24.0,*,18.0,*,1.3,G
1983-09-28,20.11,13,24.78,,18.0,*,2.5,G
1983-09-29,19.5,12,24.22,,17.39,,22.6,G
1983-09-30,19.89,14,24.0,*,18.0,*,22.1,G
1983-10-01,20.28,12,23.0,*,18.0,*,0.0,G
1983-10-02,20.17,14,23.22,*,18.0,,0.0,H
1983-10-03,21.33,11,25.0,*,18.0,*,0.0,I
1983-10-04,20.78,17,24.61,,17.39,,0.0,H
1983-10-05,21.78,8,32.0,*,18.0,*,4.3,G
1983-10-06,22.06,12,25.0,*,19.0,*,0.0,G
1983-10-07,21.44,16,25.0,*,17.78,,18.3,G
1983-10-08,22.39,14,29.61,,18.39,,14.7,G
1983-10-09,20.78,15,25.0,,16.61,,0.0,G
1983-10-10,21.11,17,25.0,,17.78,,0.0,G
1983-10-11,21.22,12,25.0,*,15.0,,0.0,A
1983-10-12,21.94,15,25.0,,15.0,,0.0,G
1983-10-13,21.39,16,28.0,*,18.39,,0.0,B
1983-10-14,20.5,15,25.61,,18.39,,0.3,A
1983-10-15,20.61,13,25.0,*,18.0,*,0.0,I
1983-10-16,23.0,12,26.0,,17.61,,0.0,C
1983-10-17,20.83,12,26.0,*,,,24.9,A
1983-10-18,22.5,12,25.0,*,19.0,*,0.0,I
1983-10-19,20.56,14,25.0,,14.0,,0.0,C
1983-10-20,21.17,12,26.0,*,15.0,,0.0,G
1983-10-21,20.61,17,26.0,,15.0,,1.0,G
1983-10-22,19.83,12,24.22,,17.39,,0.0,G
1983-10-23,20.22,16,24.39,*,15.78,,5.8,G
1983-10-24,21.0,14,24.61,,18.0,*,0.5,G
1983-10-25,20.94,13,25.0,*,18.61,*,0.0,G
1983-10-26,19.44,10,22.0,*,17.0,*,,
1983-10-27,16.61,16,21.61,,15.0,*,13.5,G
1983-10-28,17.28,11,20.78,*,15.0,*,13.7,G
1983-10-29,18.11,17,22.0,*,13.0,*,0.0,G
1983-10-30,19.28,15,22.0,*,16.0,*,,
1983-10-31,20.11,11,23.0,*,18.0,*,,
1983-11-01,20.89,18,29.0,*,18.0,*,0.0,H
1983-11-02,17.89,13,19.0,*,16.78,,4.1,A
1983-11-03,18.56,19,21.0,*,16.78,,0.0,B
1983-11-04,19.28,16,22.0,*,17.0,,1.5,G
1983-11-05,19.33,15,22.0,*,18.0,*,0.0,G
1983-11-06,20.39,15,24.0,*,17.0,*,0.0,I
1983-11-07,20.28,17,27.0,*,13.0,,0.0,G
1983-11-08,21.56,17,27.39,,15.22,,0.0,G
1983-11-09,22.5,14,28.0,*,15.0,*,0.0,I
1983-11-10,22.44,16,28.0,*,15.39,,0.0,B
1983-11-11,18.61,16,28.0,,16.39,,23.1,B
1983-11-12,18.83,16,29.0,*,15.0,*,0.0,I
1983-11-13,22.67,11,34.0,*,18.0,*,,
1983-11-14,20.17,10,25.0,*,16.0,,1.5,G
1983-11-15,23.0,9,26.0,*,19.0,*,0.0,G
1983-11-16,19.11,11,26.28,,17.0,*,0.0,G
1983-11-18,18.94,13,23.0,*,16.0,,3.3,G
1983-11-19,20.11,15,26.39,*,,,0.0,G
1983-11-20,22.94,14,28.0,*,15.0,,0.0,A
1983-11-21,21.33,12,26.78,,15.0,,0.0,A
1983-11-22,22.83,7,25.22,,17.0,,0.0,H
1983-11-23,20.83,16,26.0,*,17.0,*,9.4,G
1983-11-24,22.0,15,26.0,*,16.0,*,0.0,G
1983-11-25,20.44,17,26.0,,16.39,,0.0,G
1983-11-26,20.72,18,24.39,*,17.0,*,0.0,A
1983-11-27,21.83,18,27.0,*,15.78,,0.0,G
1983-11-28,21.44,12,26.0,*,13.0,*,0.0,G
1983-11-29,21.22,13,25.0,*,18.0,*,0.0,I
1983-11-30,21.0,16,23.0,*,19.0,*,,
1983-12-01,19.67,16,24.0,,16.0,,0.0,G
1983-12-02,20.44,13,23.0,*,17.0,*,,
1983-12-03,20.5,16,25.0,*,16.0,,2.8,G
1983-12-04,18.5,4,25.39,,15.0,*,0.0,G
1983-12-06,19.56,13,25.0,*,9.0,*,0.0,I
1983-12-07,17.33,9,25.0,,15.0,*,0.0,A
1983-12-08,17.11,7,20.39,,15.0,*,0.0,A
1983-12-09,19.33,14,30.0,*,11.0,*,0.0,G
1983-12-10,19.67,14,23.61,*,10.78,,0.0,B
1983-12-11,20.06,16,24.0,,11.78,,0.0,A
1983-12-12,20.0,15,27.0,*,17.0,,0.0,G
1983-12-13,17.22,10,25.0,*,9.0,*,0.0,I
1983-12-14,19.39,15,26.0,*,9.22,,0.0,G
1983-12-15,21.06,14,26.0,*,14.61,,0.0,H
1983-12-17,20.0,12,24.22,,15.22,,1.3,G
1983-12-18,18.83,12,21.0,*,17.0,*,0.0,G
1983-12-19,19.89,17,24.0,*,16.0,*,0.0,I
1983-12-20,20.33,7,23.61,,16.39,,0.0,G
1983-12-21,18.56,9,24.0,*,14.0,*,0.0,G
1983-12-22,19.94,6,24.0,*,16.72,,0.0,G
1983-12-24,19.22,8,21.61,,16.39,,0.0,H
1983-12-26,14.72,6,18.0,,14.0,*,6.1,A
1983-12-27,16.5,9,22.0,*,13.78,,0.0,A
1983-12-28,20.78,9,27.0,*,13.0,*,0.0,I
1983-12-29,21.39,11,26.0,*,13.0,*,0.0,I
1983-12-30,17.33,9,21.0,*,14.0,*,,
1984-01-04,14.22,5,15.0,*,11.22,,93.7,G
1984-01-06,15.5,15,20.0,*,13.0,*,0.3,B
1984-01-07,16.28,10,29.0,,9.78,,0.0,G
1984-01-08,15.22,14,21.0,,9.78,,0.0,G
1984-01-09,18.67,13,26.0,*,12.0,*,0.0,G
1984-01-10,20.06,15,25.0,*,11.0,,0.0,A
1984-01-11,16.83,10,20.0,*,14.0,*,0.0,H
1984-01-12,18.5,4,20.0,*,14.0,*,0.0,I
1984-01-13,16.89,16,20.0,,11.61,,0.0,G
1984-01-14,17.94,9,21.0,*,16.0,*,,
1984-01-15,17.17,14,18.0,*,16.0,*,,
1984-01-16,16.39,12,19.0,,10.61,,3.0,G
1984-01-17,18.56,13,23.0,*,15.61,,0.0,G
1984-01-18,16.39,11,23.39,,14.0,*,0.0,G
1984-01-19,20.61,8,23.78,,14.39,,0.0,G
1984-01-20,18.33,16,23.0,,17.0,*,0.5,A
1984-01-21,17.67,21,22.61,,16.0,,3.0,G
1984-01-22,16.44,16,18.0,*,14.0,*,0.0,G
1984-01-23,15.44,12,19.0,*,14.0,*,,
1984-01-24,19.0,15,24.0,*,14.0,*,0.0,A
1984-01-25,16.33,18,23.78,,12.72,,0.0,G
1984-01-26,19.11,18,25.0,*,14.78,,0.0,A
1984-01-27,20.44,17,24.78,,14.78,,0.0,G
1984-01-28,18.94,13,22.0,*,16.0,*,0.0,I
1984-01-29,18.78,14,23.0,*,14.0,*,,
1984-01-30,18.22,15,24.0,*,14.39,,0.0,B
1984-01-31,20.89,8,23.0,*,17.0,*,0.0,I
1984-02-01,17.61,19,23.0,,12.0,*,0.0,G
1984-02-02,17.39,18,23.22,,12.22,,0.0,G
1984-02-03,19.0,13,24.0,*,12.5,,0.0,G
1984-02-04,18.83,12,24.78,,14.0,,0.0,A
1984-02-05,17.83,12,20.0,*,16.0,*,,
1984-02-07,12.39,12,14.78,*,12.0,*,,
1984-02-08,13.39,17,15.0,,12.78,,0.3,G
1984-02-09,16.22,9,19.0,*,12.78,,0.0,G
1984-02-10,17.78,18,22.0,*,16.0,*,0.0,A
1984-02-11,20.17,8,24.0,*,15.61,,0.0,H
1984-02-12,19.83,6,25.0,*,18.0,*,0.0,I
1984-02-13,23.0,4,25.0,*,18.0,*,0.0,I
1984-02-14,19.22,19,23.0,*,16.0,*,0.0,I
1984-02-15,19.61,15,24.0,*,15.22,,0.0,G
1984-02-16,19.28,12,23.0,*,17.0,*,0.0,I
1984-02-17,18.28,20,23.0,*,14.0,*,0.0,I
1984-02-18,18.5,19,25.0,*,14.0,*,0.0,I
1984-02-19,21.78,18,29.0,*,17.0,*,0.0,I
1984-02-20,20.5,20,27.0,*,16.0,*,0.0,A
1984-02-21,20.56,12,27.0,*,17.0,*,0.0,I
1984-02-22,19.39,15,23.0,*,17.0,*,0.0,I
1984-02-23,18.61,19,23.39,,17.0,,0.0,G
1984-02-24,18.89,19,26.0,*,13.0,*,1.0,G
1984-02-25,21.28,13,24.0,*,17.0,,0.0,G
1984-02-26,19.33,18,29.0,*,11.0,*,0.0,I
1984-02-27,23.0,16,29.0,*,17.0,*,0.0,I
1984-02-28,14.61,20,23.0,*,11.0,*,,
1984-02-29,11.56,15,19.0,*,10.0,,0.0,A
1984-03-01,10.72,13,20.22,,10.0,,0.0,G
1984-03-02,16.39,17,29.0,*,10.0,,0.0,G
1984-03-03,18.61,20,24.0,*,13.22,,0.0,G
1984-03-04,20.22,18,27.0,*,14.0,,0.0,A
1984-03-05,21.39,21,29.0,*,14.0,,0.0,G
1984-03-06,22.28,19,34.0,*,14.0,*,0.0,G
1984-03-07,19.06,15,29.0,,13.78,,0.0,G
1984-03-09,16.72,17,20.0,*,15.0,,2.3,G
1984-03-10,18.06,22,25.0,*,13.39,,0.0,G
1984-03-11,20.67,21,26.0,*,16.0,*,0.0,I
1984-03-12,20.67,20,27.0,*,12.0,*,0.0,G
1984-03-13,19.44,23,27.0,*,11.0,*,0.0,I
1984-03-14,19.89,19,27.0,,14.0,,0.0,G
1984-03-15,20.33,24,25.39,*,17.0,*,0.0,I
1984-03-16,18.72,16,25.61,,15.0,*,0.0,A
1984-03-17,19.56,21,26.39,,13.0,,0.0,G
1984-03-18,19.11,18,26.0,*,11.0,*,0.0,I
1984-03-19,22.33,18,29.0,*,10.5,,0.0,G
1984-03-20,21.39,18,29.28,,17.0,,0.0,G
1984-03-21,17.28,16,21.0,*,14.61,*,2.0,G
1984-03-22,19.83,19,29.0,*,14.61,,2.3,G
1984-03-23,22.0,17,30.0,*,16.61,,0.0,G
1984-03-24,23.22,22,31.0,,15.39,,0.0,G
1984-03-25,21.39,23,31.39,,14.61,,7.1,G
1984-03-26,23.56,19,30.0,*,14.61,,0.0,G
1984-03-27,24.0,23,31.0,*,17.78,,0.0,A
1984-03-28,23.56,18,35.0,*,16.0,*,0.0,G
1984-03-29,20.22,20,32.0,,15.5,,0.0,G
1984-03-30,19.33,23,28.0,*,11.0,*,0.0,A
1984-03-31,21.0,17,28.0,,10.78,,0.0,A
1984-04-01,22.78,16,29.22,,14.28,,0.0,G
1984-04-02,21.06,23,29.39,*,14.0,,0.0,B
1984-04-03,23.56,16,32.0,*,14.0,*,0.0,B
1984-04-04,24.28,18,32.5,,13.22,,0.0,B
1984-04-05,20.06,19,23.0,*,16.5,,0.3,B
1984-04-06,20.56,14,25.0,*,17.0,,4.1,G
1984-04-07,20.22,21,28.78,*,13.0,*,0.0,G
1984-04-08,24.06,14,30.0,*,20.0,*,0.0,G
1984-04-09,23.0,17,30.0,*,16.0,*,0.0,A
1984-04-10,23.22,21,32.0,*,15.0,,0.0,A
1984-04-11,25.78,18,34.0,*,15.78,,0.0,G
1984-04-12,25.0,15,33.78,*,15.78,,0.0,B
1984-04-13,22.39,16,34.39,,16.39,,0.0,G
1984-04-14,22.17,17,33.78,,16.39,,5.6,G
1984-04-15,24.61,17,29.39,*,19.0,*,0.0,G
1984-04-16,18.72,19,29.61,,16.0,*,0.8,G
1984-04-17,14.33,22,20.0,*,8.78,,0.0,G
1984-04-18,16.72,16,26.0,*,8.22,,0.0,G
1984-04-19,17.44,20,29.0,*,10.39,,0.0,G
1984-04-20,22.5,20,31.0,*,10.22,,173.0,G
1984-04-21,24.33,17,31.78,*,16.0,*,0.0,G
1984-04-22,25.0,13,32.0,*,18.0,*,0.0,I
1984-04-23,24.89,18,32.61,,16.22,,0.0,G
1984-04-24,22.72,17,30.61,,17.78,,0.0,G
1984-04-25,21.94,18,30.0,*,16.0,*,0.0,H
1984-04-26,25.11,10,31.0,*,20.0,*,0.0,I
1984-04-27,26.94,5,32.5,,21.0,,0.0,A
1984-05-01,22.5,20,29.0,*,17.61,,0.0,G
1984-05-02,26.78,7,30.61,*,19.0,*,0.0,I
1984-05-03,23.78,16,30.78,,18.5,,0.0,G
1984-05-04,23.56,15,30.39,*,19.0,*,0.0,A
1984-05-05,23.78,20,31.0,*,19.0,*,0.0,I
1984-05-07,20.83,20,30.22,,15.61,,2.5,G
1984-05-08,22.5,16,30.0,*,15.61,,0.3,G
1984-05-09,20.5,10,30.22,,16.78,,0.0,G
1984-05-10,20.72,12,25.0,*,16.78,,0.0,G
1984-05-11,21.67,11,26.0,*,17.0,*,0.0,A
1984-05-12,20.72,18,26.0,,14.39,,0.0,G
1984-05-13,19.44,15,24.61,,16.61,,45.0,G
1984-05-14,20.0,17,25.0,*,17.5,,81.0,G
1984-05-15,20.22,13,25.78,,17.0,*,2.8,G
1984-05-16,21.61,13,24.0,*,19.0,*,0.0,G
1984-05-17,21.83,13,32.0,*,17.0,,0.0,H
1984-05-18,21.0,16,25.0,*,17.61,,0.0,H
1984-05-19,20.56,18,25.28,,17.39,,0.3,G
1984-05-20,21.61,14,29.0,*,17.28,,0.0,G
1984-05-21,23.33,9,27.0,*,19.0,*,,
1984-05-22,23.22,16,28.0,*,16.5,,0.0,G
1984-05-23,21.39,16,26.0,*,18.89,*,,
1984-05-24,19.83,20,28.0,,17.0,*,38.6,G
1984-05-25,20.78,15,27.0,*,16.78,,0.0,G
1984-05-26,20.89,21,25.0,*,17.78,*,0.0,G
1984-05-27,20.67,22,26.0,*,17.61,,0.0,B
1984-05-28,20.11,15,25.0,,18.0,,81.0,G
1984-05-29,23.78,5,26.0,,18.0,,2.8,G
1984-05-30,21.94,11,26.5,,16.78,,0.0,G
1984-05-31,21.0,18,25.22,,18.0,,0.0,G
1984-06-01,20.5,12,24.0,,18.0,*,0.0,G
1984-06-02,20.22,9,24.0,*,18.0,*,0.0,I
1984-06-03,22.17,17,27.0,*,19.0,*,81.0,G
1984-06-05,22.5,12,27.22,*,18.0,,0.0,H
1984-06-06,24.83,7,27.61,*,17.61,,0.0,A
1984-06-07,22.78,20,27.61,,17.61,,0.5,G
1984-06-08,22.61,13,30.0,*,19.0,,0.0,H
1984-06-09,23.56,6,25.0,*,22.78,*,0.0,I
1984-06-10,20.94,19,34.39,*,16.78,,0.0,C
1984-06-11,21.56,18,26.0,,16.72,,3.0,G
1984-06-12,23.44,7,24.22,*,17.61,,0.0,G
1984-06-13,20.44,9,23.0,*,19.0,*,,
1984-06-14,18.94,20,23.39,,17.0,*,23.9,B
1984-06-15,20.5,9,24.5,*,17.39,,26.7,G
1984-06-19,24.22,5,26.0,*,18.5,,5.1,G
1984-06-22,21.11,19,25.78,*,16.78,,0.0,G
1984-06-23,21.94,21,26.22,*,17.78,,0.0,G
1984-06-24,20.06,20,26.0,,15.0,,42.9,G
1984-06-25,20.0,16,25.0,*,16.78,,0.0,G
1984-06-26,21.67,15,25.0,*,17.0,*,0.0,H
1984-06-27,20.78,11,27.0,*,16.78,,0.0,I
1984-06-28,21.72,13,27.0,,17.5,,6.6,G
1984-06-29,19.94,16,26.0,,16.0,*,5.3,G
1984-06-30,22.22,19,26.61,,16.22,,0.0,H
1984-07-01,21.39,18,26.28,,17.0,*,0.0,A
1984-07-02,21.72,13,27.0,*,16.0,*,0.0,G
1984-07-03,19.44,13,27.28,,15.0,*,3.0,A
1984-07-04,20.61,12,24.0,*,17.0,*,0.0,H
1984-07-05,20.67,17,24.39,,14.39,,1.5,G
1984-07-06,21.17,11,25.0,*,19.0,*,0.0,G
1984-07-07,20.94,12,25.0,,17.39,,15.0,G
1984-07-08,21.28,12,25.0,*,17.0,*,0.0,G
1984-07-09,20.61,18,25.0,,16.0,*,38.9,G
1984-07-10,22.67,16,30.0,*,16.22,,0.0,G
1984-07-11,19.94,17,26.22,,17.0,,24.1,G
1984-07-12,21.22,17,26.0,*,17.22,,0.0,G
1984-07-13,20.94,13,26.22,,17.11,,22.6,G
1984-07-14,22.11,17,26.5,,18.0,,0.0,G
1984-07-15,21.39,16,25.39,,16.0,*,0.0,G
1984-07-16,21.22,15,25.28,,16.0,,0.0,G
1984-07-17,19.67,6,23.0,*,15.0,*,,
1984-07-18,21.17,13,26.0,,14.61,,0.0,G
1984-07-19,20.78,14,25.5,,17.0,,0.3,B
1984-07-20,19.28,13,25.72,,16.39,,0.0,G
1984-07-21,20.83,14,25.0,,16.0,,0.5,G
1984-07-22,21.33,18,25.0,*,16.0,,0.0,G
1984-07-23,19.17,15,24.22,*,16.39,,19.6,G
1984-07-24,20.83,12,25.0,,16.39,,18.8,G
1984-07-25,21.67,16,25.61,,17.61,,0.0,G
1984-07-26,21.17,14,25.5,,17.22,,0.0,G
1984-07-27,21.11,17,25.39,,17.39,,0.0,H
1984-07-28,21.06,19,26.0,*,18.0,,0.0,G
1984-07-29,21.44,18,25.39,,18.0,,0.3,G
1984-07-30,21.5,19,25.61,,18.22,,3.8,G
1984-07-31,21.94,18,29.0,*,18.0,*,2.8,G
1984-08-01,21.56,14,25.78,*,17.61,,0.0,G
1984-08-02,21.89,11,25.0,*,19.0,*,,
1984-08-03,20.78,11,24.0,*,16.61,,0.0,H
1984-08-04,20.28,17,26.0,*,16.39,,3.8,G
1984-08-05,20.78,19,26.0,,15.0,,8.9,G
1984-08-06,22.0,15,26.0,,18.0,,0.0,G
1984-08-07,22.06,7,26.0,,18.0,,0.0,G
1984-08-08,21.89,17,26.5,,16.0,,0.0,G
1984-08-09,22.17,17,31.22,,16.0,,0.0,G
1984-08-10,21.0,13,26.0,,16.61,,0.0,B
1984-08-11,20.61,18,25.61,,16.0,,0.0,G
1984-08-12,21.0,17,28.78,*,15.78,,26.7,G
1984-08-13,19.83,16,25.5,,15.78,,63.5,G
