dataset,entity,period,value,unit,source_org,source_title,source_url,quote,confidence,notes
production_usda,Vietnam,2026/27,32.5,million 60kg bags,USDA FAS,"Coffee: World Markets and Trade, June 2026",https://www.fas.usda.gov/sites/default/files/2026-07/coffee.pdf,"Vietnam production is forecast to increase 800,000 bags to a record 32.5 million due to expanding area and higher yields",high,June 2026 WM&T (PDF posted 2026-07); USDA official; captured via WebSearch summary of the PDF text; cross-listed at https://apps.fas.usda.gov/psdonline/circulars/coffee.pdf; GAIN Vietnam Coffee Annual VM2026-0016 (May 2026) also 32.5 million GBE. Vietnam MY = Oct-Sep
production_usda,Vietnam,2025/26,31.7,million 60kg bags,USDA FAS,"Coffee: World Markets and Trade, June 2026",https://www.fas.usda.gov/sites/default/files/2026-07/coffee.pdf,"Vietnam production is forecast to increase 800,000 bags to a record 32.5 million",medium,IMPLIED = 32.5 - 0.8; search summary of GAIN VM2026-0016 / Daily Coffee News also cites '31.7 million bags estimated for 2025/26'
production_usda_gain,Vietnam,2024/25,29,million 60kg bags,Daily Coffee News (summarising USDA FAS GAIN),Vietnam Coffee Report: Production Rising for Third Straight Year (2026-06-24),https://dailycoffeenews.com/2026/06/24/vietnam-coffee-report-production-rising-for-third-straight-year/,well above the 31.7 million bags estimated for 2025/26 and 29 million bags in 2024/25,low,Rounded; attribution in search summary was mixed (GAIN VM2026-0016 / Daily Coffee News). Verify vs PSD
production_robusta_usda_gain,Vietnam,2026/27,31.4,million 60kg bags,USDA FAS (GAIN),"Vietnam: Coffee Annual (VM2026-0016), May 2026",https://www.fas.usda.gov/data/gain-report/2026/05/Coffee%20Annual_Ho%20Chi%20Minh%20City_Vietnam_VM2026-0016.pdf,"32.5 million bags green bean equivalent (GBE), comprising 31.4 million bags of Robusta and 1.1 million bags of Arabica",high,Post forecast; comunicaffe (June 2026 WM&T) also: 'including 31.4 million bags of Robusta'
production_arabica_usda_gain,Vietnam,2026/27,1.1,million 60kg bags,USDA FAS (GAIN),"Vietnam: Coffee Annual (VM2026-0016), May 2026",https://www.fas.usda.gov/data/gain-report/2026/05/Coffee%20Annual_Ho%20Chi%20Minh%20City_Vietnam_VM2026-0016.pdf,comprising 31.4 million bags of Robusta and 1.1 million bags of Arabica,high,Post forecast
area_share,Vietnam,2026,90,% of coffee area that is robusta (approx.),USDA FAS (GAIN) citing MARD,"Vietnam: Coffee Annual (VM2026-0016), May 2026",https://www.fas.usda.gov/data/gain-report/2026/05/Coffee%20Annual_Ho%20Chi%20Minh%20City_Vietnam_VM2026-0016.pdf,Robusta accounts for approximately 90 percent of total coffee area based on Ministry of Agriculture and Rural Development forecasts,medium,Hectare totals not captured by the search summary
production_usda_gain,Colombia,2026/27,13.4,million 60kg bags GBE,USDA FAS (GAIN),"Colombia: Coffee Annual, May 2026",https://www.fas.usda.gov/data/gain/2026/05/colombia-coffee-annual,"Colombian coffee production is forecast to increase 7.2 percent to 13.4 million bags green bean equivalent (GBE) in marketing year 2026/2027, mainly due to favorable dry conditions",high,Post forecast (may differ from USDA official in WM&T - not captured). Colombia MY = Oct-Sep
production_usda_gain,Colombia,2025/26,12.5,million 60kg bags GBE,USDA FAS (GAIN),"Colombia: Coffee Annual, May 2026",https://www.fas.usda.gov/data/gain/2026/05/colombia-coffee-annual,forecast to increase 7.2 percent to 13.4 million bags green bean equivalent (GBE) in marketing year 2026/2027,low,IMPLIED = 13.4 / 1.072 = 12.50 (rounding error +/-0.05); not stated directly
production_usda_gain,Indonesia,2026/27,11.38,million 60kg bags,USDA FAS (GAIN),"Indonesia: Coffee Annual, May 2026",https://www.fas.usda.gov/data/gain/2026/05/indonesia-coffee-annual,Indonesia's green bean production will likely decrease 8 percent to 11.38 million bags in 2026/27 due to excessive rainfall during the flowering and fruit development phase in Robusta production areas,high,Post forecast; implies 2025/26 ~12.37 million
production_usda,Indonesia,2026/27,11.4,million 60kg bags,Comunicaffe (quoting USDA FAS),"USDA: World coffee production (+6%), exports (+9%) and global consumption (+3.6%) set to reach all-time highs during CY 2026/27",https://www.comunicaffe.com/usda-world-coffee-production-6-exports-9-and-global-consumption-3-6-set-to-reach-record-levels-in-2026-27,Indonesia's crop is forecast to fall by 1 million bags to 11.4 million,medium,June 2026 WM&T via press; agrees with GAIN 11.38
production_usda,Indonesia,2025/26,12.4,million 60kg bags,Comunicaffe (quoting USDA FAS),"USDA: World coffee production (+6%), exports (+9%) and global consumption (+3.6%) set to reach all-time highs during CY 2026/27",https://www.comunicaffe.com/usda-world-coffee-production-6-exports-9-and-global-consumption-3-6-set-to-reach-record-levels-in-2026-27,Indonesia's crop is forecast to fall by 1 million bags to 11.4 million,low,IMPLIED = 11.4 + 1.0; GAIN (-8% to 11.38) implies 12.37 - consistent
production_usda_gain,Ethiopia,2026/27,12.10,million 60kg bags GBE,USDA FAS (GAIN),"Ethiopia: Coffee Annual (ET2026-0005), May 2026",https://www.fas.usda.gov/data/gain-report/2026/05/Coffee%20Annual_Addis%20Ababa_Ethiopia_ET2026-0005.pdf,"Ethiopia's coffee production for MY 2026/27 is forecast at 12.10 million bags (60 kilograms each, green bean equivalent)",high,Post forecast; Ethiopia MY = Oct-Sep
production_usda,Ethiopia,2026/27,12.1,million 60kg bags,Food Business MEA (quoting USDA FAS),Ethiopia set to become World's fourth largest coffee producer in 2026/27 - USDA,https://www.foodbusinessmea.com/ethiopia-set-to-become-worlds-fourth-largest-coffee-producer-in-2026-27-usda/,"Ethiopia is projected to overtake Indonesia as the world's fourth-largest coffee producer in the 2026/27 marketing year, with production at 12.1 million 60-kilogram bags",medium,June 2026 WM&T lists Ethiopia among record producers for 2026/27
production_usda_gain,Uganda,2026/27,7.2,million 60kg bags GBE,USDA FAS (GAIN),"Uganda: Coffee Annual, May 2026",https://www.fas.usda.gov/data/gain/2026/05/uganda-coffee-annual,FAS Nairobi forecasts Uganda's total coffee production in marketing year (MY) 2026/27 to increase from 7.1 million to 7.2 million 60-kilogram bags (green bean equivalent),high,Post forecast; conflicts with 7.1 attributed to WM&T (see next row)
production_usda_gain,Uganda,2025/26,7.1,million 60kg bags GBE,USDA FAS (GAIN),"Uganda: Coffee Annual, May 2026",https://www.fas.usda.gov/data/gain/2026/05/uganda-coffee-annual,to increase from 7.1 million to 7.2 million 60-kilogram bags (green bean equivalent),high,Post estimate for 2025/26
production_usda,Uganda,2026/27,7.1,million 60kg bags,USDA FAS,"Coffee: World Markets and Trade, June 2026",https://www.fas.usda.gov/sites/default/files/2026-07/coffee.pdf,Production is forecast at 7.1 million bags in Uganda,low,"CONFLICT: search summary attributed 7.1 to the June 2026 WM&T while GAIN post says 7.2; could be USDA official not adopting post number, or a summary error. Verify in PSD"
production_share_robusta_gain,Uganda,2026/27,85,% of total production,USDA FAS (GAIN),"Uganda: Coffee Annual, May 2026",https://www.fas.usda.gov/data/gain/2026/05/uganda-coffee-annual,"Robusta coffee is estimated to account for approximately 85 percent of the total production, while Arabica will account for 15 percent",high,Arabica ~15%
production_usda,Honduras,2026/27,6.0,million 60kg bags,USDA FAS,"Coffee: World Markets and Trade, June 2026",https://www.fas.usda.gov/sites/default/files/2026-07/coffee.pdf,"Honduras expected to rebound 500,000 bags to 6.0 million",high,"June 2026 WM&T (PDF posted 2026-07); USDA official; captured via WebSearch summary of the PDF text; cross-listed at https://apps.fas.usda.gov/psdonline/circulars/coffee.pdf; comunicaffe: 'The most significant increase will be in Honduras (+500,000 bags), which will harvest 6 million bags'. Honduras MY = Oct-Sep"
production_usda,Honduras,2025/26,5.5,million 60kg bags,USDA FAS,"Coffee: World Markets and Trade, June 2026",https://www.fas.usda.gov/sites/default/files/2026-07/coffee.pdf,"Honduras expected to rebound 500,000 bags to 6.0 million",medium,IMPLIED = 6.0 - 0.5
production_usda,Central America and Mexico,2026/27,17.7,million 60kg bags,USDA FAS,"Coffee: World Markets and Trade, June 2026",https://www.fas.usda.gov/sites/default/files/2026-07/coffee.pdf,"Central America and Mexico production is forecast to rise nearly 600,000 bags to 17.7 million on rebounding output in Costa Rica, Guatemala, Honduras, Mexico, and Panama",high,"June 2026 WM&T (PDF posted 2026-07); USDA official; captured via WebSearch summary of the PDF text; cross-listed at https://apps.fas.usda.gov/psdonline/circulars/coffee.pdf; 2025/26 not derived because change is 'nearly' 600,000"
production_share_region,Brazil - Minas Gerais,2026/27,70,% of Brazil arabica grown (stated as 'over 70 percent'),USDA FAS,"Coffee: World Markets and Trade, June 2026",https://www.fas.usda.gov/sites/default/files/2026-07/coffee.pdf,"near-record yields in Minas Gerais, where over 70 percent of Arabica coffee is grown",high,Lower bound ('over')
producer_response_event,Vietnam,2026/27,,qualitative (expands at high prices),USDA FAS,"Coffee: World Markets and Trade, June 2026",https://www.fas.usda.gov/sites/default/files/2026-07/coffee.pdf,Recent high prices allowed coffee growers to increase expenditures on fertilizers and other inputs to boost yields,high,Classification (d) expands at high prices: input intensification + area; output 31.7 -> 32.5 million bags (record)
producer_response_event,Vietnam,2026/27,,qualitative (expands at high prices),USDA FAS (GAIN),"Vietnam: Coffee Annual (VM2026-0016), May 2026",https://www.fas.usda.gov/data/gain-report/2026/05/Coffee%20Annual_Ho%20Chi%20Minh%20City_Vietnam_VM2026-0016.pdf,production is forecast to increase due to production expansion driven by 2024-2025 price peaks,high,Links the 2026/27 record to the 2024-25 price spike (area expansion with lag)
producer_response_event,Uganda,2026/27,,qualitative (expands at high prices),USDA FAS (GAIN),"Uganda: Coffee Annual, May 2026",https://www.fas.usda.gov/data/gain/2026/05/uganda-coffee-annual,"The increase is expected to be driven by expansion in area under production, supported by sustained high prices in recent years",high,Classification (d); 7.1 -> 7.2 million bags (post)
producer_response_event,Ethiopia,2026/27,,qualitative (structural expansion),USDA FAS (GAIN),"Ethiopia: Coffee Annual (ET2026-0005), May 2026",https://www.fas.usda.gov/data/gain-report/2026/05/Coffee%20Annual_Addis%20Ababa_Ethiopia_ET2026-0005.pdf,"steady gains in production driven by gradual yield improvements, better farm management, and ongoing rehabilitation of aging tree stock",high,Classification (d); record 12.1 million bags; overtakes Indonesia as #4 producer (USDA)
producer_response_event,Brazil,2026/27,,qualitative (weather-driven rebound),USDA FAS,"Coffee: World Markets and Trade, June 2026",https://www.fas.usda.gov/sites/default/files/2026-07/coffee.pdf,ending a 5-year period of underperformance due to adverse weather conditions,high,"Arabica rebound 38.0 -> 47.5 million bags is weather/biennial, not a price response per USDA wording"
producer_response_event,Indonesia,2026/27,,qualitative (weather-driven decline),USDA FAS (GAIN),"Indonesia: Coffee Annual, May 2026",https://www.fas.usda.gov/data/gain/2026/05/indonesia-coffee-annual,decrease 8 percent to 11.38 million bags in 2026/27 due to excessive rainfall during the flowering and fruit development phase in Robusta production areas,high,Decline despite high prices is weather-driven (not structural) per USDA
producer_response_event,Colombia,2026/27,,qualitative (weather-driven increase),USDA FAS (GAIN),"Colombia: Coffee Annual, May 2026",https://www.fas.usda.gov/data/gain/2026/05/colombia-coffee-annual,forecast to increase 7.2 percent to 13.4 million bags ... mainly due to favorable dry conditions,high,Weather-driven per USDA
