dataset,entity,period,value,unit,source_org,source_title,source_url,quote,confidence,notes
per_capita_kg,Brazil (roasted),2015,4.90,kg roasted coffee/person/yr,ABIC,"Apesar da crise, consumo de café no Brasil em 2015 manteve ligeiro crescimento (Agrolink / Notícias Agrícolas)",https://www.noticiasagricolas.com.br/noticias/cafe/167399-apesar-da-crise-consumo-de-cafe-no-brasil-em-2015-manteve-ligeiro-crescimento.html,"The per capita consumption in 2015 was 4.90 kg/inhabitant/year of roasted and ground coffee (6.12 kg of green beans), equivalent to 81 liters",medium,Quote = WebSearch summary.
per_capita_kg,Brazil (green),2015,6.12,kg green coffee/person/yr,ABIC,"Apesar da crise, consumo de café no Brasil em 2015 manteve ligeiro crescimento (Agrolink / Notícias Agrícolas)",https://www.noticiasagricolas.com.br/noticias/cafe/167399-apesar-da-crise-consumo-de-cafe-no-brasil-em-2015-manteve-ligeiro-crescimento.html,4.90 kg/inhabitant/year of roasted and ground coffee (6.12 kg of green beans),medium,Quote = WebSearch summary.
consumption_abic,Brazil,2017,21.99,million 60kg bags,ABIC,Indicadores da Indústria de Café | 2017 - ABIC,https://www.abic.com.br/estatisticas/indicadores-da-industria/indicadores-da-industria-de-cafe-2017/,"In 2017, coffee consumption in Brazil registered a growth of 3.6% compared to 2016, totaling 21.99 million sacks",high,"OLD methodology (included estimated volumes of non-registered firms, farms, cafes). Series break in 2018. Other press said +3.5% (agrolink). Quote = WebSearch summary."
consumption_abic_yoy_pct,Brazil,2017,3.6,%,ABIC,Indicadores da Indústria de Café | 2017 - ABIC,https://www.abic.com.br/estatisticas/indicadores-da-industria/indicadores-da-industria-de-cafe-2017/,"registered a growth of 3.6% compared to 2016, totaling 21.99 million sacks",medium,Agrolink headline says 3.5%. Quote = WebSearch summary.
consumption_embrapa_estimate,Brazil,2017,21.5,million 60kg bags,Embrapa Café / ABIC-sponsored 'Tendências do Mercado de Cafés 2017',"Brasil consome 21,5 milhões de sacas de café em 2017 - Portal Embrapa",https://www.embrapa.br/en/busca-de-noticias/-/noticia/31768082/brasil-consome-215-milhoes-de-sacas-de-cafe-em-2017,"Brazil's internal coffee consumption in 2017 was estimated at 21.5 million bags, corresponding to approximately 1.07 million tons",medium,"Estimate from Nov-2017 Encafé trends study, differs from ABIC final 21.99 (old method). Quote = WebSearch summary."
consumption_abic,Brazil,2018,21.0,million 60kg bags,ABIC,"Consumo de Café no Brasil aumenta 4,80% e chega a 21 milhões de sacas (ABIC Indicadores 2018 PDF)",https://www.abic.com.br/wp-content/uploads/2025/03/Indicadores-da-Industria-2018_-Site.pdf,"internal consumption of coffee in Brazil reached 21 million bags in the period from November 2017 to October 2018, representing a growth of 4.80%",high,"NEW methodology from 2018: excludes volumes previously attributed to unregistered companies (farms, cafes, informal retail). Under old method ~23 mn bags. Growth 4.8% is on a comparable (revised) basis. Quote = WebSearch summary."
consumption_abic_yoy_pct,Brazil,2018,4.80,%,ABIC,"Consumo de Café no Brasil aumenta 4,80% e chega a 21 milhões de sacas (ABIC Indicadores 2018 PDF)",https://www.abic.com.br/wp-content/uploads/2025/03/Indicadores-da-Industria-2018_-Site.pdf,"representing a growth of 4.80%, compared to the previous period from November 2016 to October 2017",high,Highest growth since 2006; comparable-basis growth under revised methodology. Quote = WebSearch summary.
consumption_abic_old_method,Brazil,2018,23,million 60kg bags,ABIC,"Abic registra aumento de 4,8% no consumo de café no Brasil; revê metodologia (Agrolink/Terra/Reuters)",https://www.agrolink.com.br/noticias/abic-registra-aumento-de-4-8--no-consumo-de-cafe-no-brasil--reve-metodologia_415679.html,"Under the old methodology, it would have reached about 23 million bags ... 'It was a number full of uncertainties'",medium,Approximate ('about'). Quote = WebSearch summary.
per_capita_kg,Brazil (green),2018,6.02,kg green coffee/person/yr,ABIC,"Abic registra aumento de 4,8% no consumo de café no Brasil; revê metodologia (Agrolink/Terra/Reuters)",https://www.agrolink.com.br/noticias/abic-registra-aumento-de-4-8--no-consumo-de-cafe-no-brasil--reve-metodologia_415679.html,"per capita consumption of raw coffee beans in Brazil ... was 6.02 kg in 2018, compared to 5.81 kg in the previous year",medium,New methodology. Quote = WebSearch summary.
per_capita_kg,Brazil (green),2017,5.81,kg green coffee/person/yr,ABIC,"Abic registra aumento de 4,8% no consumo de café no Brasil; revê metodologia (Agrolink/Terra/Reuters)",https://www.agrolink.com.br/noticias/abic-registra-aumento-de-4-8--no-consumo-de-cafe-no-brasil--reve-metodologia_415679.html,"was 6.02 kg in 2018, compared to 5.81 kg in the previous year",medium,2017 per-capita restated on NEW methodology. Quote = WebSearch summary.
consumption_abic,Brazil,2019,20.9,million 60kg bags,ABIC,ABIC divulga dados do consumo de café no Brasil (Hub do Café Cooxupé) / ABIC Indicadores,https://hubdocafe.cooxupe.com.br/abic-divulga-dados-do-consumo-de-cafe-no-brasil/,"In 2019, the consumption of coffee in Brazil was 20.9 million bags",low,Nov-2018 to Oct-2019. Summary did not clearly pin one page; consistent with 2020 = 21.2 (+1.34%) => implied ~20.92. Needs confirmation.
consumption_abic,Brazil,2020,21.2,million 60kg bags,ABIC,ABIC divulga dados de consumo e perfil da indústria do café no Brasil (Notícias Agrícolas),https://www.noticiasagricolas.com.br/noticias/cafe/282330-abic-divulga-dados-de-consumo-e-perfil-da-industria-do-cafe-no-brasil.html,"there were 21.2 million bags between November 2019 and October 2020, which represents an increase of 1.34% compared to the previous period",medium,"'similar to what was recorded in 2016 and second highest in ABIC series, behind only 2017 (22 mn)' (Conexão Safra). Quote = WebSearch summary."
consumption_abic_yoy_pct,Brazil,2020,1.34,%,ABIC,Consumo de café volta a crescer no Brasil durante a pandemia (Conexão Safra),https://conexaosafra.com/cafeicultura/consumo-cafe-volta-crescer-no-brasil-durante-pandemia/,"coffee demand continued its growth trajectory, registering a 1.34% increase compared to the same period analyzed in the previous year",medium,Quote = WebSearch summary.
consumption_abic,Brazil,2021,21.5,million 60kg bags,ABIC,Consumo interno de café no país registrou crescimento em 2021 (ABIC Indicadores 2021 PDF),https://www.abic.com.br/wp-content/uploads/2025/03/Indicadores-da-Industria-2021_-Site.pdf,"Between November 2020 and October 2021, coffee consumption in Brazil reached 21.5 million bags, representing a 1.71% increase",high,= 45.3% of 2021 crop (Conab 47.7 mn). Gap to US #1: 4.5 mn bags. Quote = WebSearch summary.
consumption_abic_yoy_pct,Brazil,2021,1.71,%,ABIC,Consumo interno de café no país registrou crescimento em 2021 (ABIC Indicadores 2021 PDF),https://www.abic.com.br/wp-content/uploads/2025/03/Indicadores-da-Industria-2021_-Site.pdf,"reached 21.5 million bags, representing a 1.71% increase compared to the previous period (November 2019 to October 2020)",high,Quote = WebSearch summary.
consumption_share_of_crop_abic,Brazil,2021,45.3,%,ABIC,Consumo interno de café no país registrou crescimento em 2021 (ABIC Indicadores 2021 PDF),https://www.abic.com.br/wp-content/uploads/2025/03/Indicadores-da-Industria-2021_-Site.pdf,"this volume represented 45.3% of the 2021 harvest, which was 47.7 million bags according to Conab",high,Quote = WebSearch summary.
consumption_abic,Brazil,2022,21.3,million 60kg bags,ABIC,Brasileiros diminuíram consumo de café em 1% em 2022 (Mercado&Consumo),https://mercadoeconsumo.com.br/03/03/2023/economia/abic-consumo-brasileiro-de-cafe-cai-1-em-2022-ante-2021/,"Brazilians consumed 21.3 million 60kg bags of coffee between November 2021 and October 2022, with a drop of 1.01% compared to the previous period",medium,ABIC blamed accumulated inflation and loss of purchasing power. Quote = WebSearch summary.
consumption_abic_yoy_pct,Brazil,2022,-1.01,%,ABIC,Brasileiros diminuíram consumo de café em 1% em 2022 (Mercado&Consumo),https://mercadoeconsumo.com.br/03/03/2023/economia/abic-consumo-brasileiro-de-cafe-cai-1-em-2022-ante-2021/,with a drop of 1.01% compared to the previous period,medium,Quote = WebSearch summary.
consumption_abic,Brazil,2023,21.67,million 60kg bags,ABIC / Embrapa Café (Observatório do Café),"Consumo interno dos Cafés do Brasil atinge 21,7 milhões de sacas no período acumulado de doze meses (Agência Gov / Embrapa)",https://agenciagov.ebc.com.br/noticias/202402/artigo-consumo-interno-dos-cafes-do-brasil-atinge-21-7-milhoes-de-sacas-no-periodo-acumulado-de-doze-meses,The internal consumption of coffee in Brazil between November 2022 and October 2023 totaled 21.67 million 60kg bags ... increase of 1.64%,high,"R&G 20.62 mn (95.1%), soluble 1.05 mn (4.9%). Quote = WebSearch summary."
consumption_abic_yoy_pct,Brazil,2023,1.64,%,ABIC,"Consumo do café no Brasil registra um aumento de 1,64% em 2023 (ABRAS clipping)",https://www.abras.com.br/clipping/bebidas/115986/consumo-do-cafe-no-brasil-registra-um-aumento-de-164-em-2023,This index registered an increase of 1.64% compared to the previous period,high,Quote = WebSearch summary.
consumption_abic_by_type,Brazil (roast & ground),2023,20.62,million 60kg bags,ABIC / Embrapa Café,"Consumo interno dos Cafés do Brasil atinge 21,7 milhões de sacas (Agência Gov / Embrapa)",https://agenciagov.ebc.com.br/noticias/202402/artigo-consumo-interno-dos-cafes-do-brasil-atinge-21-7-milhoes-de-sacas-no-periodo-acumulado-de-doze-meses,"95.1% corresponds to roasted and ground coffee, totaling 20.62 million bags, while 4.9% represents instant coffee, with 1.05 million bags",high,Quote = WebSearch summary.
