country,source,indicator,unit,period_type,period,value,source_url,notes
Mexico,SIAP,production,t,crop_year,2009/10,1332263,https://www.gob.mx/cms/uploads/attachment/file/200636/Panorama_Agroalimentario_Caf__2016.pdf,"café cereza (cherry basis), arabica+robusta total; SIAP data (ciclo cafetalero Oct-Sep = SIAP año agrícola of the end year) as published in FIRA Panorama Agroalimentario Café 2016 (Oct 2016), Anexo estadístico p.35 (PDF page 36), table ""Producción (Toneladas)"" row Total (matches ""Mercado nacional"" summary in thousand t)"
Mexico,SIAP,yield,t/ha,crop_year,2009/10,1.80,https://www.gob.mx/cms/uploads/attachment/file/200636/Panorama_Agroalimentario_Caf__2016.pdf,"café cereza (cherry basis), arabica+robusta total; SIAP data (ciclo cafetalero Oct-Sep = SIAP año agrícola of the end year) as published in FIRA Panorama Agroalimentario Café 2016 (Oct 2016), Anexo estadístico p.35 (PDF page 36), table ""Mercado nacional"" row Rendimiento"
Mexico,SIAP,area_planted,ha,crop_year,2010/11,760974,https://www.gob.mx/cms/uploads/attachment/file/200636/Panorama_Agroalimentario_Caf__2016.pdf,"café cereza (cherry basis), arabica+robusta total; SIAP data (ciclo cafetalero Oct-Sep = SIAP año agrícola of the end year) as published in FIRA Panorama Agroalimentario Café 2016 (Oct 2016), Anexo estadístico p.35 (PDF page 36), table ""Mercado nacional"" row Superficie sembrada"
Mexico,SIAP,area_harvested,ha,crop_year,2010/11,688208,https://www.gob.mx/cms/uploads/attachment/file/200636/Panorama_Agroalimentario_Caf__2016.pdf,"café cereza (cherry basis), arabica+robusta total; SIAP data (ciclo cafetalero Oct-Sep = SIAP año agrícola of the end year) as published in FIRA Panorama Agroalimentario Café 2016 (Oct 2016), Anexo estadístico p.35 (PDF page 36), table ""Mercado nacional"" row Superficie cosechada; state table Total in same annex gives 689,208"
Mexico,SIAP,production,t,crop_year,2010/11,1287643,https://www.gob.mx/cms/uploads/attachment/file/200636/Panorama_Agroalimentario_Caf__2016.pdf,"café cereza (cherry basis), arabica+robusta total; SIAP data (ciclo cafetalero Oct-Sep = SIAP año agrícola of the end year) as published in FIRA Panorama Agroalimentario Café 2016 (Oct 2016), Anexo estadístico p.35 (PDF page 36), table ""Producción (Toneladas)"" row Total (matches ""Mercado nacional"" summary in thousand t)"
Mexico,SIAP,yield,t/ha,crop_year,2010/11,1.87,https://www.gob.mx/cms/uploads/attachment/file/200636/Panorama_Agroalimentario_Caf__2016.pdf,"café cereza (cherry basis), arabica+robusta total; SIAP data (ciclo cafetalero Oct-Sep = SIAP año agrícola of the end year) as published in FIRA Panorama Agroalimentario Café 2016 (Oct 2016), Anexo estadístico p.35 (PDF page 36), table ""Mercado nacional"" row Rendimiento"
Mexico,SIAP,area_planted,ha,crop_year,2011/12,748285,https://www.gob.mx/cms/uploads/attachment/file/200636/Panorama_Agroalimentario_Caf__2016.pdf,"café cereza (cherry basis), arabica+robusta total; SIAP data (ciclo cafetalero Oct-Sep = SIAP año agrícola of the end year) as published in FIRA Panorama Agroalimentario Café 2016 (Oct 2016), Anexo estadístico p.35 (PDF page 36), table ""Mercado nacional"" row Superficie sembrada"
Mexico,SIAP,area_harvested,ha,crop_year,2011/12,695350,https://www.gob.mx/cms/uploads/attachment/file/200636/Panorama_Agroalimentario_Caf__2016.pdf,"café cereza (cherry basis), arabica+robusta total; SIAP data (ciclo cafetalero Oct-Sep = SIAP año agrícola of the end year) as published in FIRA Panorama Agroalimentario Café 2016 (Oct 2016), Anexo estadístico p.35 (PDF page 36), table ""Mercado nacional"" row Superficie cosechada; state table Total in same annex gives 724,803 (inconsistent within source)"
Mexico,SIAP,production,t,crop_year,2011/12,1336900,https://www.gob.mx/cms/uploads/attachment/file/200636/Panorama_Agroalimentario_Caf__2016.pdf,"café cereza (cherry basis), arabica+robusta total; SIAP data (ciclo cafetalero Oct-Sep = SIAP año agrícola of the end year) as published in FIRA Panorama Agroalimentario Café 2016 (Oct 2016), Anexo estadístico p.35 (PDF page 36); published as 1,336.9 thousand t in ""Mercado nacional"" summary (consistent with yield 1.92); the state table Total in the same annex gives 1,358,840 t (inconsistent within source)"
Mexico,SIAP,yield,t/ha,crop_year,2011/12,1.92,https://www.gob.mx/cms/uploads/attachment/file/200636/Panorama_Agroalimentario_Caf__2016.pdf,"café cereza (cherry basis), arabica+robusta total; SIAP data (ciclo cafetalero Oct-Sep = SIAP año agrícola of the end year) as published in FIRA Panorama Agroalimentario Café 2016 (Oct 2016), Anexo estadístico p.35 (PDF page 36), table ""Mercado nacional"" row Rendimiento"
Mexico,SIAP,area_planted,ha,crop_year,2012/13,737112,https://www.gob.mx/cms/uploads/attachment/file/200636/Panorama_Agroalimentario_Caf__2016.pdf,"café cereza (cherry basis), arabica+robusta total; SIAP data (ciclo cafetalero Oct-Sep = SIAP año agrícola of the end year) as published in FIRA Panorama Agroalimentario Café 2016 (Oct 2016), Anexo estadístico p.35 (PDF page 36), table ""Mercado nacional"" row Superficie sembrada"
Mexico,SIAP,area_harvested,ha,crop_year,2012/13,699891,https://www.gob.mx/cms/uploads/attachment/file/200636/Panorama_Agroalimentario_Caf__2016.pdf,"café cereza (cherry basis), arabica+robusta total; SIAP data (ciclo cafetalero Oct-Sep = SIAP año agrícola of the end year) as published in FIRA Panorama Agroalimentario Café 2016 (Oct 2016), Anexo estadístico p.35 (PDF page 36), table ""Mercado nacional"" row Superficie cosechada"
Mexico,SIAP,production,t,crop_year,2012/13,1272919,https://www.gob.mx/cms/uploads/attachment/file/99094/Panorama_Agroalimentario_Caf__2014.pdf,"café cereza (cherry basis), total; SIAP (SIACON) via FIRA Panorama Agroalimentario Café 2014, Anexo p.23 (PDF page 24), production table Total; FIRA Café 2016 summary gives 1,272.9 thousand t (consistent) but its state table Total gives 1,257,983 t"
Mexico,SIAP,yield,t/ha,crop_year,2012/13,1.82,https://www.gob.mx/cms/uploads/attachment/file/200636/Panorama_Agroalimentario_Caf__2016.pdf,"café cereza (cherry basis), arabica+robusta total; SIAP data (ciclo cafetalero Oct-Sep = SIAP año agrícola of the end year) as published in FIRA Panorama Agroalimentario Café 2016 (Oct 2016), Anexo estadístico p.35 (PDF page 36), table ""Mercado nacional"" row Rendimiento"
Mexico,SIAP,area_planted,ha,crop_year,2013/14,737376,https://www.gob.mx/cms/uploads/attachment/file/200636/Panorama_Agroalimentario_Caf__2016.pdf,"café cereza (cherry basis), arabica+robusta total; SIAP data (ciclo cafetalero Oct-Sep = SIAP año agrícola of the end year) as published in FIRA Panorama Agroalimentario Café 2016 (Oct 2016), Anexo estadístico p.35 (PDF page 36), table ""Mercado nacional"" row Superficie sembrada; Café 2014 edition had sembrada 737,295, cosechada 699,304, prod 1,188,871 t, yield 1.70 (preliminary)"
Mexico,SIAP,area_harvested,ha,crop_year,2013/14,699307,https://www.gob.mx/cms/uploads/attachment/file/200636/Panorama_Agroalimentario_Caf__2016.pdf,"café cereza (cherry basis), arabica+robusta total; SIAP data (ciclo cafetalero Oct-Sep = SIAP año agrícola of the end year) as published in FIRA Panorama Agroalimentario Café 2016 (Oct 2016), Anexo estadístico p.35 (PDF page 36), table ""Mercado nacional"" row Superficie cosechada; Café 2014 edition had sembrada 737,295, cosechada 699,304, prod 1,188,871 t, yield 1.70 (preliminary)"
Mexico,SIAP,production,t,crop_year,2013/14,1166026,https://www.gob.mx/cms/uploads/attachment/file/200636/Panorama_Agroalimentario_Caf__2016.pdf,"café cereza (cherry basis), arabica+robusta total; SIAP data (ciclo cafetalero Oct-Sep = SIAP año agrícola of the end year) as published in FIRA Panorama Agroalimentario Café 2016 (Oct 2016), Anexo estadístico p.35 (PDF page 36), table ""Producción (Toneladas)"" row Total (matches ""Mercado nacional"" summary in thousand t); Café 2014 edition had sembrada 737,295, cosechada 699,304, prod 1,188,871 t, yield 1.70 (preliminary)"
Mexico,SIAP,yield,t/ha,crop_year,2013/14,1.67,https://www.gob.mx/cms/uploads/attachment/file/200636/Panorama_Agroalimentario_Caf__2016.pdf,"café cereza (cherry basis), arabica+robusta total; SIAP data (ciclo cafetalero Oct-Sep = SIAP año agrícola of the end year) as published in FIRA Panorama Agroalimentario Café 2016 (Oct 2016), Anexo estadístico p.35 (PDF page 36), table ""Mercado nacional"" row Rendimiento; Café 2014 edition had sembrada 737,295, cosechada 699,304, prod 1,188,871 t, yield 1.70 (preliminary)"
Mexico,SIAP,area_planted,ha,crop_year,2014/15,734291,https://www.gob.mx/cms/uploads/attachment/file/200636/Panorama_Agroalimentario_Caf__2016.pdf,"café cereza (cherry basis), arabica+robusta total; SIAP data (ciclo cafetalero Oct-Sep = SIAP año agrícola of the end year) as published in FIRA Panorama Agroalimentario Café 2016 (Oct 2016), Anexo estadístico p.35 (PDF page 36), table ""Mercado nacional"" row Superficie sembrada; preliminary in Café 2015 edition (sembrada 727,385; cosechada 666,375; prod 1,037,710 t), revised here"
Mexico,SIAP,area_harvested,ha,crop_year,2014/15,664885,https://www.gob.mx/cms/uploads/attachment/file/200636/Panorama_Agroalimentario_Caf__2016.pdf,"café cereza (cherry basis), arabica+robusta total; SIAP data (ciclo cafetalero Oct-Sep = SIAP año agrícola of the end year) as published in FIRA Panorama Agroalimentario Café 2016 (Oct 2016), Anexo estadístico p.35 (PDF page 36), table ""Mercado nacional"" row Superficie cosechada; preliminary in Café 2015 edition (sembrada 727,385; cosechada 666,375; prod 1,037,710 t), revised here"
Mexico,SIAP,production,t,crop_year,2014/15,1026252,https://www.gob.mx/cms/uploads/attachment/file/200636/Panorama_Agroalimentario_Caf__2016.pdf,"café cereza (cherry basis), arabica+robusta total; SIAP data (ciclo cafetalero Oct-Sep = SIAP año agrícola of the end year) as published in FIRA Panorama Agroalimentario Café 2016 (Oct 2016), Anexo estadístico p.35 (PDF page 36), table ""Producción (Toneladas)"" row Total (matches ""Mercado nacional"" summary in thousand t); preliminary in Café 2015 edition (sembrada 727,385; cosechada 666,375; prod 1,037,710 t), revised here"
Mexico,SIAP,yield,t/ha,crop_year,2014/15,1.54,https://www.gob.mx/cms/uploads/attachment/file/200636/Panorama_Agroalimentario_Caf__2016.pdf,"café cereza (cherry basis), arabica+robusta total; SIAP data (ciclo cafetalero Oct-Sep = SIAP año agrícola of the end year) as published in FIRA Panorama Agroalimentario Café 2016 (Oct 2016), Anexo estadístico p.35 (PDF page 36), table ""Mercado nacional"" row Rendimiento; preliminary in Café 2015 edition (sembrada 727,385; cosechada 666,375; prod 1,037,710 t), revised here"
Mexico,SIAP,area_planted,ha,crop_year,2015/16,730011,https://www.gob.mx/cms/uploads/attachment/file/256426/B_sico-Caf_.pdf,"café cereza (cherry basis), total; SIAP ciclo 2015/16 = SIAP año agrícola 2016; SAGARPA Planeación Agrícola Nacional 2017-2030 Café (2017), p.4 text ""730,011 hectáreas sembradas en 2016"" (fuente SIAP); PDF is encrypted (empty user password), decrypted locally with raw/mexico_siap/decrypt.py; FIRA Café 2016 preliminary: 732,036"
Mexico,SIAP,area_harvested,ha,crop_year,2015/16,644963,https://www.gob.mx/cms/uploads/attachment/file/200636/Panorama_Agroalimentario_Caf__2016.pdf,"café cereza (cherry basis), total; SIAP ciclo 2015/16 = SIAP año agrícola 2016; preliminary; FIRA Panorama Café 2016 annex p.35 ""Mercado nacional"" (text on p.14 says 664,963, apparently a typo; annex state table Total = 644,963)"
Mexico,SIAP,production,t,crop_year,2015/16,824080,https://www.gob.mx/cms/uploads/attachment/file/256426/B_sico-Caf_.pdf,"café cereza (cherry basis), total; SIAP ciclo 2015/16 = SIAP año agrícola 2016; published as 824.08 thousand t (production 2016) in Planeación Agrícola Nacional 2017-2030 Café, p.4 table; FIRA Café 2016 preliminary: 835 thousand t (state-table Total 1,037,710 in that annex is an evident copy error)"
Mexico,SIAP,yield,t/ha,crop_year,2015/16,1.30,https://www.gob.mx/cms/uploads/attachment/file/200636/Panorama_Agroalimentario_Caf__2016.pdf,"café cereza (cherry basis), total; SIAP ciclo 2015/16 = SIAP año agrícola 2016; preliminary, FIRA Panorama Café 2016 annex p.35 (based on preliminary 835 thousand t / 644,963 ha)"
Mexico,SIAP,production,t,crop_year,2016/17,835380,https://www.gob.mx/cms/uploads/attachment/file/723485/Expectativas_Agroalimentarias_2019.pdf,"café cereza (cherry basis), total; SIAP año agrícola (ciclo Y = Oct Y-1 to Sep Y); SIAP/DGSIAP ""Expectativas Agroalimentarias"" annual edition, table ""Cultivos agrícolas por entidad productora"" (Volumen, toneladas) 2019, column 2017 (final); SIAP article 13-Jun-2018 implies similar"
Mexico,SIAP,production,t,crop_year,2017/18,859992,https://www.gob.mx/cms/uploads/attachment/file/723486/Expectativas_Agroalimentarias_2020.pdf,"café cereza (cherry basis), total; SIAP año agrícola (ciclo Y = Oct Y-1 to Sep Y); SIAP/DGSIAP ""Expectativas Agroalimentarias"" annual edition, table ""Cultivos agrícolas por entidad productora"" (Volumen, toneladas) 2020, column 2018 (final); preliminary 860,377 in Expectativas 2019; 852.2 thousand t in SIAP article ""Café cereza cierra su ciclo productivo 2018"" (13-Jun-2018, prelim)"
Mexico,SIAP,production,t,crop_year,2018/19,900215,https://www.gob.mx/cms/uploads/attachment/file/723487/Expectativas_Agroalimentarias_2021.pdf,"café cereza (cherry basis), total; SIAP año agrícola (ciclo Y = Oct Y-1 to Sep Y); SIAP/DGSIAP ""Expectativas Agroalimentarias"" annual edition, table ""Cultivos agrícolas por entidad productora"" (Volumen, toneladas) 2021, column 2019; preliminary 900,080 in Expectativas 2020"
Mexico,SIAP,area_planted,ha,crop_year,2019/20,710405,https://www.gob.mx/cms/uploads/attachment/file/691976/Escenario_cafe_sep21.pdf,"café cereza (cherry basis), total; SIAP ""Escenario mensual de productos agroalimentarios – Café"" (Dirección de Análisis Estratégico), p.1 table ""Superficie y producción de café cereza por entidad federativa"", row Total, column 2020 (report of 13-Oct-2021; ciclo 2020)"
Mexico,SIAP,area_harvested,ha,crop_year,2019/20,636004,https://www.gob.mx/cms/uploads/attachment/file/691976/Escenario_cafe_sep21.pdf,"café cereza (cherry basis), total; SIAP ""Escenario mensual de productos agroalimentarios – Café"" (Dirección de Análisis Estratégico), p.1 table ""Superficie y producción de café cereza por entidad federativa"", row Total, column 2020 (report of 13-Oct-2021)"
Mexico,SIAP,production,t,crop_year,2019/20,953683,https://www.gob.mx/cms/uploads/attachment/file/723488/Expectativas_Agroalimentarias_2022.pdf,"café cereza (cherry basis), total; SIAP año agrícola (ciclo Y = Oct Y-1 to Sep Y); SIAP/DGSIAP ""Expectativas Agroalimentarias"" annual edition, table ""Cultivos agrícolas por entidad productora"" (Volumen, toneladas) 2022, column 2020; Escenario reports of 2021 gave 958,363 t and Expectativas 2021 (prelim) 953,873 t"
Mexico,SIAP,area_planted,ha,crop_year,2020/21,710897,https://www.gob.mx/cms/uploads/attachment/file/807064/Cafe_Octubre.pdf,"café cereza (cherry basis), total; SIAP ""Escenario mensual de productos agroalimentarios – Café"" (Dirección de Análisis Estratégico), p.1 table ""Superficie y producción de café cereza por entidad federativa"", row Total, column 2021 (report of 14-Nov-2022); earlier preliminary 711,708"
Mexico,SIAP,area_harvested,ha,crop_year,2020/21,641799,https://www.gob.mx/cms/uploads/attachment/file/807064/Cafe_Octubre.pdf,"café cereza (cherry basis), total; SIAP ""Escenario mensual de productos agroalimentarios – Café"" (Dirección de Análisis Estratégico), p.1 table ""Superficie y producción de café cereza por entidad federativa"", row Total, column 2021 (report of 14-Nov-2022); earlier preliminary 642,530"
Mexico,SIAP,production,t,crop_year,2020/21,947092,https://www.gob.mx/cms/uploads/attachment/file/807064/Cafe_Octubre.pdf,"café cereza (cherry basis), total; SIAP ""Escenario mensual de productos agroalimentarios – Café"" (Dirección de Análisis Estratégico), p.1 table ""Superficie y producción de café cereza por entidad federativa"", row Total, column 2021 (report of 14-Nov-2022); same value in Expectativas 2023; earlier preliminary 944,413 (2021 reports) and 946,855 (Expectativas 2022)"
Mexico,SIAP,yield,t/ha,crop_year,2020/21,1.48,https://www.gob.mx/cms/uploads/attachment/file/807064/Cafe_Octubre.pdf,"café cereza, total; Escenario Café report of 14-Nov-2022, p.1 text ""1.48 ton/ha en el ciclo 2021"""
Mexico,SIAP,area_planted,ha,crop_year,2021/22,702686,https://www.gob.mx/cms/uploads/attachment/file/870879/Cafe_Octubre.pdf,"café cereza (cherry basis), total; SIAP ""Escenario mensual de productos agroalimentarios – Café"" (Dirección de Análisis Estratégico), p.1 table ""Superficie y producción de café cereza por entidad federativa"", row Total, column 2022 (report of 14-Nov-2023); preliminary 700,994 in 2022 reports"
Mexico,SIAP,area_harvested,ha,crop_year,2021/22,648487,https://www.gob.mx/cms/uploads/attachment/file/870879/Cafe_Octubre.pdf,"café cereza (cherry basis), total; SIAP ""Escenario mensual de productos agroalimentarios – Café"" (Dirección de Análisis Estratégico), p.1 table ""Superficie y producción de café cereza por entidad federativa"", row Total, column 2022 (report of 14-Nov-2023); preliminary 646,804 in 2022 reports"
Mexico,SIAP,production,t,crop_year,2021/22,1025035,https://www.gob.mx/cms/uploads/attachment/file/870879/Cafe_Octubre.pdf,"café cereza (cherry basis), total; SIAP ""Escenario mensual de productos agroalimentarios – Café"" (Dirección de Análisis Estratégico), p.1 table ""Superficie y producción de café cereza por entidad federativa"", row Total, column 2022 (report of 14-Nov-2023); same in Expectativas 2024; preliminary 987,102 in 2022 reports"
Mexico,SIAP,area_planted,ha,crop_year,2022/23,698036,https://www.gob.mx/cms/uploads/attachment/file/938476/Caf__Julio.pdf,"café cereza (cherry basis), total; SIAP ""Escenario mensual de productos agroalimentarios – Café"" (Dirección de Análisis Estratégico), p.1 table ""Superficie y producción de café cereza por entidad federativa"", row Total, column 2023 (report of 15-Aug-2024; table is an image, read visually)"
Mexico,SIAP,area_harvested,ha,crop_year,2022/23,653225,https://www.gob.mx/cms/uploads/attachment/file/938476/Caf__Julio.pdf,"café cereza (cherry basis), total; SIAP ""Escenario mensual de productos agroalimentarios – Café"" (Dirección de Análisis Estratégico), p.1 table ""Superficie y producción de café cereza por entidad federativa"", row Total, column 2023 (report of 15-Aug-2024)"
